,scan_id,timepoint,peak1,peak2,peak5,peak6,peak1_norm,peak2_norm,peak5_norm,peak6_norm
181,5,6.0,66430.61568727146,10487.093486278136,878.4390076036594,1619.7719062328113,0.9037769339397095,0.3450557346060207,0.41797148221185704,0.4100305051947459
182,5,6.5,65863.79679373668,9074.137787153377,807.072440921306,1515.7070697799938,0.8960654618059938,0.2985654017635423,0.384014440916563,0.38368743966831836
183,5,7.0,64958.35313431199,8558.675965800587,726.0901148852852,1476.736031191228,0.883747058824117,0.28160521563942986,0.34548210964113835,0.37382227619744457
184,5,7.5,64961.699817822824,8165.950055646787,763.2398366474756,1430.731035371974,0.8837925898692683,0.2686833962998532,0.36315837872105905,0.3621765305188924
185,5,8.0,65032.56704569084,8128.400943444863,727.7286832955858,1438.7254707706174,0.8847567261377154,0.26744792180812754,0.3462617595214723,0.36420024902681264
186,5,8.5,65471.64578902699,8698.659759107897,846.9670959548995,1530.078666678082,0.8907303158192946,0.2862110876759281,0.4029967811273079,0.3873254785266929
187,5,9.0,65028.27344408536,8251.841334763312,786.0312143373774,1422.4984544248491,0.8846983124371285,0.2715094680279809,0.37400278093025213,0.3600925276344017
188,5,9.5,64259.39677951281,7392.184972681954,604.9630721458135,1322.9227727109756,0.8742378795885689,0.24322428511101277,0.2878484559081765,0.33488585074295646
189,5,10.0,64559.878455711856,7981.152199545142,713.1402139817462,1417.7524149827186,0.8783258803576521,0.26260301186595786,0.33932039638808686,0.35889111097651133
190,5,10.5,65026.39361903403,8164.288274035018,839.7205338728252,1467.9786731189995,0.8846727377453443,0.26862871887416284,0.399548782725407,0.3716054307633992
191,5,11.0,65347.009758228356,8115.728308031297,814.5095760169268,1480.0189581145103,0.8890346643699105,0.2670309554172258,0.38755311617166843,0.3746533192472043
192,5,11.5,65363.12393704684,8378.553536040576,778.8634002706042,1482.8058731865592,0.8892538949607285,0.275678666266986,0.3705922517486292,0.37535880141449585
193,5,12.0,64444.581646359555,8405.068628287183,708.058010479592,1456.1175281059736,0.8767572873863029,0.27655108955998614,0.33690222493587363,0.3686028899345548
194,5,12.5,64552.050511421476,7868.526535316594,697.4899568273847,1418.363107727856,0.8782193825415983,0.25889730147473056,0.3318738222683313,0.3590457022827587
195,5,13.0,64839.097069108575,8039.053682138189,742.5810355279302,1400.6239081869935,0.882124600867824,0.2645081382612802,0.3533286812122796,0.3545551854874608
196,5,13.5,63988.48353263477,8098.7131055973805,681.1591236155662,1386.6215971886836,0.8705521521405543,0.26647110600013163,0.3241034221560697,0.35101062799116245
197,5,14.0,63397.19679284392,7743.708246292703,600.6071083859625,1345.4072856141688,0.8625077992282905,0.2547904184315157,0.2857758377600677,0.34057760039565665
198,5,14.5,62679.60907071471,7090.030850669164,460.1651635140725,1212.7522733591368,0.8527451434914871,0.23328253979599486,0.21895192926475548,0.306997192263965
199,5,15.0,62642.910268273044,7078.277900651,461.0462679698758,1239.256550684789,0.8522458626883989,0.23289583371698339,0.21937116899817788,0.31370650866823213
200,6,-4.5,63370.0108344642,19256.58172421893,1202.5166482954344,2873.963046335212,1.0178170412806031,1.0089489834964143,1.1344496267445334,1.0148021600730717
201,6,-4.0,62756.20989496129,19491.212892649488,1197.3613662581813,2885.9583458965676,1.007958481246393,1.0212424882458502,1.12958615330222,1.019037724591241
202,6,-3.5,62562.24145492733,18994.267605994868,1092.2146833232275,2828.7777726902814,1.0048430583336072,0.9952050300404349,1.0303911730264221,0.9988471486275209
203,6,-3.0,62313.98514422453,19622.498994483867,1098.884078014926,2877.0587909817496,1.0008556911182407,1.028121226169851,1.0366830545811052,1.0158952737644071
204,6,-2.5,61537.09675826612,18483.73279447874,908.7845583284402,2738.210480466725,0.9883777030606561,0.9684555484088696,0.857343891619541,0.966867654702701
205,6,-2.0,61820.37725830015,18918.71505476262,982.9831564623705,2838.3986734956075,0.9929276110786663,0.9912464526117906,0.9273425665462642,1.0022443081461665
206,6,-1.5,61465.043113233536,18833.474480567547,937.2557804829221,2781.9317691369197,0.9872204138818343,0.9867802710267899,0.8842035341799136,0.9823057300948912
207,6,-1.0,61180.45103067548,18755.90239122276,987.7896116403526,2838.2303231220403,0.9826494398891396,0.9827158798584611,0.9318769580578956,1.0021848632890162
