scan_pk,timepoint,scan_id,peak1,peak2,peak3,peak4,peak5,peak6,peak7,peak8,peak9,peak10,peak11,peak12,peak13,peak14,peak15
3,2.0,3,90157.12634573503,38697.26752039188,6373.191188739882,4520.314820242375,3631.0049705160045,4305.63994361029,1864.898239365551,741.7396883462617,288.52772226378397,273.28997061556595,581.5210553010999,201.4602409861228,444.9800306784311,373.52000913940475,211.1922492040217
3,2.5,3,89832.767750085,38140.379960310886,6366.266864694787,4564.273363416731,3523.4381808612698,4233.433489271278,1819.296258586953,695.3609989171474,266.563227572584,241.64615108448598,535.167601785413,210.68414488550422,443.40390697630704,393.56887048627624,191.35187201386796
3,3.0,3,90702.09517727778,37374.222853674844,6325.800851036233,4726.83494100954,3588.6106568442005,4211.780128791637,1877.978671467089,730.7563583329469,320.19899347357546,326.5915810125666,521.079411594786,233.71644651572197,470.3947708339328,428.3813022766381,223.22913103274712
3,3.5,3,90265.17979033093,36144.83544560294,6485.608616670214,4768.70809427651,3542.0397570497744,4069.535374164323,1899.9031923147109,747.6140133620482,347.23873732917855,312.2785267965612,548.932422701915,252.72460277871014,457.11570465700623,405.17104002554044,213.32894465491634
3,4.0,3,88793.78453312823,34726.80603500968,6634.667513366213,4725.0451882863135,3400.0936653408107,3874.9129445927338,1836.337425037721,667.0682025717905,315.9923796368698,287.4497822856333,441.2517503041461,218.6071487384942,444.63077564603844,401.3482371618582,253.78304176232248
3,4.5,3,88211.878500543,33356.103179948856,6668.687989610714,4708.074363405863,3326.012576640657,3768.790552772673,1844.190322087929,703.5712662296847,361.6478425673645,297.1390397057271,451.26918593757824,249.94131943700623,461.9787286832861,417.6903637258425,204.95792659543238
3,5.0,3,89151.2443129809,33171.25622330685,6613.765322777876,4821.819243380966,3522.0633989262797,3874.5806129701273,1868.6908012841368,748.6732576217902,403.9237451310464,362.4337958417748,483.4365128818998,246.58671073407172,435.2173117713252,448.13973603090227,290.86101475996657
3,5.5,3,88792.45174754791,32919.088725390284,6682.796422852931,4778.322210733218,3489.901378656414,3795.2245939503764,1825.2954559351224,758.8422049621312,356.2762776084703,383.9059383655499,464.3841832910512,238.23412875996192,482.0295425965673,404.6594120666287,257.1473214604928
3,6.0,3,87996.03342719111,32386.064077923977,6867.156637015095,4666.5037193294675,3314.9273461721077,3768.5130079395867,1836.43662730075,700.4334195321459,319.78590775525413,310.07596956351244,455.4037198963036,199.28088316659012,416.8389383583664,388.75518744230027,235.18190372709367
3,6.5,3,88640.62568028977,32152.867663161607,6540.404783434271,4810.296092416516,3581.021511489938,3815.538654409699,1867.9334423020935,735.8952082165489,418.9224103011736,371.73099602118714,489.595272231004,247.53467224879554,480.7385720049144,445.1671820082004,257.72836663145017
3,7.0,3,87880.21090044864,32066.625870323336,6841.874101020216,4785.807736941645,3358.7424745978587,3755.3967752357617,1867.2428750753509,738.5808287715098,396.95416643286717,366.9722272423785,477.02218708868924,245.34948861267563,468.96420490420354,427.1867184416472,254.58586099443485
3,7.5,3,86565.6317912234,31162.112383011252,6962.764480082796,4736.503019957832,3283.870985627729,3669.7228725139344,1826.5108718131432,675.4475552139594,351.2076189787067,322.0685850699508,419.6763426138628,200.3113623636176,449.39529546789817,409.0105460575258,268.7406089965109
